area,precentage,bb,genus,species,plot_id,tot_cover,moss,dpm,stones,soil,author,date,height_ave,height_max,stage,management
0,0,0,Elymus,repens,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Agrostis,alpina,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Agrostis,capillaris,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Agrostis,gigantea,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Agrostis,rupestris,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Agrostis,stolonifera,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Alopecurus,pratensis,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Anthoxanthum,alpinum,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Anthoxanthum,odoratum,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Arrhenatherum,elatius,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Brachypodium,pinnatum,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Briza,media,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Bromus,erectus,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Calamagrostis,varia,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Cynosurus,cristatus,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
1,19,0,Dactylis,glomerata,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Danthonia,decumbens,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Deschampsia,cespitosa,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Avenella,flexuosa,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Festuca,ovina,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Festuca,pratensis,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Festuca,rubra,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Helictotrichon,pubescens,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Holcus,lanatus,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Lolium,perenne,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Lolium,multiflorum,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Molinia,caerulea,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Nardus,stricta,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Phleum,hirsutum,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Phleum,pratense,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
0,0,0,Phleum,rhaeticum,IWRW-04,100,0,0,0,0,IWRW-KF,19.06.2023,50,90,Full bloom grass,0
